"ID","item_name","value"
"VB042","CIP_01_decision",2
"VB042","CIP_02",5
"VB042","CIP_CC01",4
"VB042","CIP_CC02",3
"VB042","CIP_CC03",2
"VB042","CIP_CC04",5
"VB042","CIP_CC05",5
"VB042","CIP_LR01",4
"VB042","CIP_LR02",3
"VB042","CIP_LR03",4
"VB042","CIP_LR04",4
"VB042","CIP_LR05",4
"VB042","CIP_IC01",3
"VB042","CIP_IC02",2
"VB042","CIP_IC03",1
"VB042","CIP_IC04",1
"VB042","CIP_IC05",1
"VB042","CIP_NNA01",5
"VB042","CIP_NNA02",5
"VB042","CIP_NNA03",5
"VB042","CIP_NNA04",5
"VB042","CIP_NNA05",5
"VB042","CIP_CC_score",19
"VB042","CIP_LR_score",19
"VB042","CIP_IC_score",8
"VB042","CIP_NNA_score",25
"VB043","CIP_01_decision",3
"VB043","CIP_02",5
"VB043","CIP_CC01",4
"VB043","CIP_CC02",2
"VB043","CIP_CC03",3
"VB043","CIP_CC04",2
"VB043","CIP_CC05",3
"VB043","CIP_LR01",5
"VB043","CIP_LR02",2
"VB043","CIP_LR03",3
"VB043","CIP_LR04",4
"VB043","CIP_LR05",5
"VB043","CIP_IC01",1
"VB043","CIP_IC02",1
"VB043","CIP_IC03",1
"VB043","CIP_IC04",1
"VB043","CIP_IC05",1
"VB043","CIP_NNA01",3
"VB043","CIP_NNA02",3
"VB043","CIP_NNA03",4
"VB043","CIP_NNA04",3
"VB043","CIP_NNA05",3
"VB043","CIP_CC_score",14
"VB043","CIP_LR_score",19
"VB043","CIP_IC_score",5
"VB043","CIP_NNA_score",16
"VB044","CIP_01_decision",3
"VB044","CIP_02",6
"VB044","CIP_CC01",1
"VB044","CIP_CC02",5
"VB044","CIP_CC03",4
"VB044","CIP_CC04",1
"VB044","CIP_CC05",1
"VB044","CIP_LR01",5
"VB044","CIP_LR02",3
"VB044","CIP_LR03",5
"VB044","CIP_LR04",5
"VB044","CIP_LR05",5
"VB044","CIP_IC01",3
"VB044","CIP_IC02",5
"VB044","CIP_IC03",5
"VB044","CIP_IC04",2
"VB044","CIP_IC05",5
"VB044","CIP_NNA01",1
"VB044","CIP_NNA02",2
"VB044","CIP_NNA03",1
"VB044","CIP_NNA04",1
"VB044","CIP_NNA05",1
"VB044","CIP_CC_score",12
"VB044","CIP_LR_score",23
"VB044","CIP_IC_score",20
"VB044","CIP_NNA_score",6
"VB045","CIP_01_decision",6
"VB045","CIP_02",5
"VB045","CIP_CC01",3
"VB045","CIP_CC02",4
"VB045","CIP_CC03",2
"VB045","CIP_CC04",3
"VB045","CIP_CC05",4
"VB045","CIP_LR01",5
"VB045","CIP_LR02",4
"VB045","CIP_LR03",5
"VB045","CIP_LR04",5
"VB045","CIP_LR05",3
"VB045","CIP_IC01",1
"VB045","CIP_IC02",1
"VB045","CIP_IC03",1
"VB045","CIP_IC04",1
"VB045","CIP_IC05",1
"VB045","CIP_NNA01",2
"VB045","CIP_NNA02",4
"VB045","CIP_NNA03",3
"VB045","CIP_NNA04",4
"VB045","CIP_NNA05",2
"VB045","CIP_CC_score",16
"VB045","CIP_LR_score",22
"VB045","CIP_IC_score",5
"VB045","CIP_NNA_score",15
"VB046","CIP_01_decision",6
"VB046","CIP_02",5
"VB046","CIP_CC01",4
"VB046","CIP_CC02",4
"VB046","CIP_CC03",4
"VB046","CIP_CC04",3
"VB046","CIP_CC05",4
"VB046","CIP_LR01",5
"VB046","CIP_LR02",4
"VB046","CIP_LR03",4
"VB046","CIP_LR04",4
"VB046","CIP_LR05",4
"VB046","CIP_IC01",2
"VB046","CIP_IC02",5
"VB046","CIP_IC03",5
"VB046","CIP_IC04",5
"VB046","CIP_IC05",5
"VB046","CIP_NNA01",5
"VB046","CIP_NNA02",4
"VB046","CIP_NNA03",5
"VB046","CIP_NNA04",5
"VB046","CIP_NNA05",4
"VB046","CIP_CC_score",19
"VB046","CIP_LR_score",21
"VB046","CIP_IC_score",22
"VB046","CIP_NNA_score",23
"VB047","CIP_01_decision",3
"VB047","CIP_02",4
"VB047","CIP_CC01",4
"VB047","CIP_CC02",4
"VB047","CIP_CC03",4
"VB047","CIP_CC04",5
"VB047","CIP_CC05",4
"VB047","CIP_LR01",4
"VB047","CIP_LR02",5
"VB047","CIP_LR03",4
"VB047","CIP_LR04",5
"VB047","CIP_LR05",4
"VB047","CIP_IC01",2
"VB047","CIP_IC02",2
"VB047","CIP_IC03",2
"VB047","CIP_IC04",2
"VB047","CIP_IC05",2
"VB047","CIP_NNA01",2
"VB047","CIP_NNA02",4
"VB047","CIP_NNA03",4
"VB047","CIP_NNA04",4
"VB047","CIP_NNA05",5
"VB047","CIP_CC_score",21
"VB047","CIP_LR_score",22
"VB047","CIP_IC_score",10
"VB047","CIP_NNA_score",19
"VB049","CIP_01_decision",5
"VB049","CIP_02",3
"VB049","CIP_CC01",3
"VB049","CIP_CC02",4
"VB049","CIP_CC03",5
"VB049","CIP_CC04",4
"VB049","CIP_CC05",4
"VB049","CIP_LR01",5
"VB049","CIP_LR02",5
"VB049","CIP_LR03",5
"VB049","CIP_LR04",4
"VB049","CIP_LR05",4
"VB049","CIP_IC01",2
"VB049","CIP_IC02",2
"VB049","CIP_IC03",1
"VB049","CIP_IC04",2
"VB049","CIP_IC05",2
"VB049","CIP_NNA01",3
"VB049","CIP_NNA02",4
"VB049","CIP_NNA03",3
"VB049","CIP_NNA04",4
"VB049","CIP_NNA05",5
"VB049","CIP_CC_score",20
"VB049","CIP_LR_score",23
"VB049","CIP_IC_score",9
"VB049","CIP_NNA_score",19
"VB050","CIP_01_decision",1
"VB050","CIP_02",6
"VB050","CIP_CC01",4
"VB050","CIP_CC02",4
"VB050","CIP_CC03",5
"VB050","CIP_CC04",5
"VB050","CIP_CC05",5
"VB050","CIP_LR01",4
"VB050","CIP_LR02",2
"VB050","CIP_LR03",4
"VB050","CIP_LR04",4
"VB050","CIP_LR05",4
"VB050","CIP_IC01",3
"VB050","CIP_IC02",1
"VB050","CIP_IC03",4
"VB050","CIP_IC04",1
"VB050","CIP_IC05",1
"VB050","CIP_NNA01",4
"VB050","CIP_NNA02",1
"VB050","CIP_NNA03",3
"VB050","CIP_NNA04",4
"VB050","CIP_NNA05",5
"VB050","CIP_CC_score",23
"VB050","CIP_LR_score",18
"VB050","CIP_IC_score",10
"VB050","CIP_NNA_score",17
"VB051","CIP_01_decision",1
"VB051","CIP_02",4
"VB051","CIP_CC01",3
"VB051","CIP_CC02",5
"VB051","CIP_CC03",5
"VB051","CIP_CC04",1
"VB051","CIP_CC05",4
"VB051","CIP_LR01",5
"VB051","CIP_LR02",1
"VB051","CIP_LR03",3
"VB051","CIP_LR04",4
"VB051","CIP_LR05",5
"VB051","CIP_IC01",1
"VB051","CIP_IC02",1
"VB051","CIP_IC03",1
"VB051","CIP_IC04",1
"VB051","CIP_IC05",1
"VB051","CIP_NNA01",5
"VB051","CIP_NNA02",5
"VB051","CIP_NNA03",5
"VB051","CIP_NNA04",3
"VB051","CIP_NNA05",5
"VB051","CIP_CC_score",18
"VB051","CIP_LR_score",18
"VB051","CIP_IC_score",5
"VB051","CIP_NNA_score",23
"VB052","CIP_01_decision",1
"VB052","CIP_02",1
"VB052","CIP_CC01",5
"VB052","CIP_CC02",5
"VB052","CIP_CC03",4
"VB052","CIP_CC04",3
"VB052","CIP_CC05",1
"VB052","CIP_LR01",5
"VB052","CIP_LR02",4
"VB052","CIP_LR03",1
"VB052","CIP_LR04",4
"VB052","CIP_LR05",1
"VB052","CIP_IC01",3
"VB052","CIP_IC02",3
"VB052","CIP_IC03",2
"VB052","CIP_IC04",1
"VB052","CIP_IC05",1
"VB052","CIP_NNA01",2
"VB052","CIP_NNA02",1
"VB052","CIP_NNA03",1
"VB052","CIP_NNA04",1
"VB052","CIP_NNA05",1
"VB052","CIP_CC_score",18
"VB052","CIP_LR_score",15
"VB052","CIP_IC_score",10
"VB052","CIP_NNA_score",6
"VB053","CIP_01_decision",2
"VB053","CIP_02",4
"VB053","CIP_CC01",2
"VB053","CIP_CC02",2
"VB053","CIP_CC03",1
"VB053","CIP_CC04",3
"VB053","CIP_CC05",5
"VB053","CIP_LR01",2
"VB053","CIP_LR02",4
"VB053","CIP_LR03",4
"VB053","CIP_LR04",4
"VB053","CIP_LR05",3
"VB053","CIP_IC01",1
"VB053","CIP_IC02",1
"VB053","CIP_IC03",1
"VB053","CIP_IC04",1
"VB053","CIP_IC05",1
"VB053","CIP_NNA01",4
"VB053","CIP_NNA02",5
"VB053","CIP_NNA03",5
"VB053","CIP_NNA04",3
"VB053","CIP_NNA05",4
"VB053","CIP_CC_score",13
"VB053","CIP_LR_score",17
"VB053","CIP_IC_score",5
"VB053","CIP_NNA_score",21
"VB054","CIP_01_decision",5
"VB054","CIP_02",1
"VB054","CIP_CC01",4
"VB054","CIP_CC02",1
"VB054","CIP_CC03",1
"VB054","CIP_CC04",1
"VB054","CIP_CC05",5
"VB054","CIP_LR01",5
"VB054","CIP_LR02",3
"VB054","CIP_LR03",1
"VB054","CIP_LR04",4
"VB054","CIP_LR05",4
"VB054","CIP_IC01",1
"VB054","CIP_IC02",1
"VB054","CIP_IC03",1
"VB054","CIP_IC04",1
"VB054","CIP_IC05",5
"VB054","CIP_NNA01",3
"VB054","CIP_NNA02",3
"VB054","CIP_NNA03",2
"VB054","CIP_NNA04",3
"VB054","CIP_NNA05",4
"VB054","CIP_CC_score",12
"VB054","CIP_LR_score",17
"VB054","CIP_IC_score",9
"VB054","CIP_NNA_score",15
"VB055","CIP_01_decision",2
"VB055","CIP_02",5
"VB055","CIP_CC01",3
"VB055","CIP_CC02",5
"VB055","CIP_CC03",4
"VB055","CIP_CC04",4
"VB055","CIP_CC05",3
"VB055","CIP_LR01",5
"VB055","CIP_LR02",5
"VB055","CIP_LR03",4
"VB055","CIP_LR04",4
"VB055","CIP_LR05",5
"VB055","CIP_IC01",5
"VB055","CIP_IC02",5
"VB055","CIP_IC03",5
"VB055","CIP_IC04",4
"VB055","CIP_IC05",3
"VB055","CIP_NNA01",5
"VB055","CIP_NNA02",4
"VB055","CIP_NNA03",4
"VB055","CIP_NNA04",4
"VB055","CIP_NNA05",4
"VB055","CIP_CC_score",19
"VB055","CIP_LR_score",23
"VB055","CIP_IC_score",22
"VB055","CIP_NNA_score",21
"VB056","CIP_01_decision",5
"VB056","CIP_02",6
"VB056","CIP_CC01",1
"VB056","CIP_CC02",4
"VB056","CIP_CC03",5
"VB056","CIP_CC04",4
"VB056","CIP_CC05",4
"VB056","CIP_LR01",5
"VB056","CIP_LR02",3
"VB056","CIP_LR03",5
"VB056","CIP_LR04",4
"VB056","CIP_LR05",5
"VB056","CIP_IC01",1
"VB056","CIP_IC02",1
"VB056","CIP_IC03",1
"VB056","CIP_IC04",1
"VB056","CIP_IC05",1
"VB056","CIP_NNA01",3
"VB056","CIP_NNA02",4
"VB056","CIP_NNA03",5
"VB056","CIP_NNA04",5
"VB056","CIP_NNA05",5
"VB056","CIP_CC_score",18
"VB056","CIP_LR_score",22
"VB056","CIP_IC_score",5
"VB056","CIP_NNA_score",22
"VB057","CIP_01_decision",1
"VB057","CIP_02",4
"VB057","CIP_CC01",4
"VB057","CIP_CC02",5
"VB057","CIP_CC03",3
"VB057","CIP_CC04",5
"VB057","CIP_CC05",5
"VB057","CIP_LR01",2
"VB057","CIP_LR02",5
"VB057","CIP_LR03",3
"VB057","CIP_LR04",5
"VB057","CIP_LR05",2
"VB057","CIP_IC01",1
"VB057","CIP_IC02",1
"VB057","CIP_IC03",1
"VB057","CIP_IC04",1
"VB057","CIP_IC05",1
"VB057","CIP_NNA01",4
"VB057","CIP_NNA02",5
"VB057","CIP_NNA03",3
"VB057","CIP_NNA04",5
"VB057","CIP_NNA05",5
"VB057","CIP_CC_score",22
"VB057","CIP_LR_score",17
"VB057","CIP_IC_score",5
"VB057","CIP_NNA_score",22
"VB058","CIP_01_decision",5
"VB058","CIP_02",4
"VB058","CIP_CC01",5
"VB058","CIP_CC02",5
"VB058","CIP_CC03",2
"VB058","CIP_CC04",4
"VB058","CIP_CC05",4
"VB058","CIP_LR01",4
"VB058","CIP_LR02",5
"VB058","CIP_LR03",4
"VB058","CIP_LR04",4
"VB058","CIP_LR05",4
"VB058","CIP_IC01",1
"VB058","CIP_IC02",1
"VB058","CIP_IC03",1
"VB058","CIP_IC04",1
"VB058","CIP_IC05",1
"VB058","CIP_NNA01",3
"VB058","CIP_NNA02",5
"VB058","CIP_NNA03",3
"VB058","CIP_NNA04",5
"VB058","CIP_NNA05",2
"VB058","CIP_CC_score",20
"VB058","CIP_LR_score",21
"VB058","CIP_IC_score",5
"VB058","CIP_NNA_score",18
"VB059","CIP_01_decision",6
"VB059","CIP_02",1
"VB059","CIP_CC01",1
"VB059","CIP_CC02",1
"VB059","CIP_CC03",1
"VB059","CIP_CC04",1
"VB059","CIP_CC05",2
"VB059","CIP_LR01",5
"VB059","CIP_LR02",4
"VB059","CIP_LR03",5
"VB059","CIP_LR04",4
"VB059","CIP_LR05",5
"VB059","CIP_IC01",1
"VB059","CIP_IC02",1
"VB059","CIP_IC03",1
"VB059","CIP_IC04",1
"VB059","CIP_IC05",1
"VB059","CIP_NNA01",4
"VB059","CIP_NNA02",5
"VB059","CIP_NNA03",2
"VB059","CIP_NNA04",5
"VB059","CIP_NNA05",5
"VB059","CIP_CC_score",6
"VB059","CIP_LR_score",23
"VB059","CIP_IC_score",5
"VB059","CIP_NNA_score",21
"VB060","CIP_01_decision",2
"VB060","CIP_02",6
"VB060","CIP_CC01",4
"VB060","CIP_CC02",5
"VB060","CIP_CC03",5
"VB060","CIP_CC04",2
"VB060","CIP_CC05",4
"VB060","CIP_LR01",5
"VB060","CIP_LR02",4
"VB060","CIP_LR03",4
"VB060","CIP_LR04",4
"VB060","CIP_LR05",4
"VB060","CIP_IC01",3
"VB060","CIP_IC02",3
"VB060","CIP_IC03",3
"VB060","CIP_IC04",3
"VB060","CIP_IC05",4
"VB060","CIP_NNA01",3
"VB060","CIP_NNA02",5
"VB060","CIP_NNA03",5
"VB060","CIP_NNA04",5
"VB060","CIP_NNA05",4
"VB060","CIP_CC_score",20
"VB060","CIP_LR_score",21
"VB060","CIP_IC_score",16
"VB060","CIP_NNA_score",22
